---
TYPE: hospital_resident
r421: h85, h163, h115, h178, h15, h45, h11, h133, h31, h105, h59, h47, h180, h185, h111, h5, h199, h68, h114, h12, h40, h121, h188, h146, h164, h99, h87, h186, h127, h55, h23, h22, h88, h33, h26, h154, h106, h73, h69, h39, h2, h170, h16, h108, h172, h189, h131, h147, h156, h77, h42, h109, h51, h142, h20, h38, h98, h157, h159, h128, h72, h144, h175, h120, h198, h32, h37, h97, h65, h93, h192, h141, h46, h30, h34, h4, h182, h153, h67, h80, h84, h104, h92, h165, h101, h168, h197, h176, h78, h28, h86, h151, h44, h169, h138, h18, h134, h9, h10, h137, h27, h95, h193, h21, h162, h145, h190, h60, h132, h6, h83, h171, h183, h166, h125, h17, h116, h56, h71, h91, h126, h53, h123, h149, h124, h174, h102, h103, h24, h36, h1, h49, h112, h62, h96, h13, h161, h167, h35, h29, h43, h8, h19, h61, h122, h89, h117, h200, h76, h7, h196, h184, h79, h48, h191, h150, h129, h90, h66, h41, h70, h158, h82, h143, h194, h54, h25, h152, h187, h140, h50, h75, h160, h173, h155, h100, h58, h107, h64, h14, h57, h195, h119, h81, h118, h177, h139, h136, h63, h3, h179, h130, h135, h148, h74, h110, h94, h113, h52, h181
r422: h88, h152, h160, h174, h43, h9, h111, h117, h147, h74, h76, h156, h52, h53, h78, h180, h30, h142, h190, h178, h175, h99, h44, h33, h150, h90, h185, h183, h136, h108, h161, h83, h50, h82, h45, h77, h29, h72, h196, h20, h139, h171, h1, h41, h28, h125, h105, h56, h98, h166, h102, h93, h59, h109, h182, h148, h126, h48, h176, h168, h101, h129, h124, h172, h71, h154, h60, h68, h191, h32, h91, h187, h128, h97, h157, h70, h40, h163, h184, h26, h16, h167, h151, h143, h145, h122, h37, h197, h106, h14, h87, h164, h118, h24, h62, h34, h85, h23, h21, h135, h133, h110, h137, h57, h113, h58, h114, h27, h61, h155, h198, h8, h146, h12, h194, h5, h153, h158, h35, h64, h89, h2, h116, h65, h132, h25, h119, h96, h200, h120, h6, h19, h11, h123, h115, h103, h10, h149, h199, h181, h159, h112, h131, h144, h15, h3, h100, h140, h42, h189, h104, h173, h49, h179, h127, h186, h192, h47, h134, h54, h86, h95, h31, h22, h195, h193, h94, h73, h177, h63, h79, h165, h138, h39, h80, h81, h75, h162, h17, h67, h4, h170, h36, h169, h51, h84, h121, h18, h46, h55, h13, h92, h69, h107, h188, h7, h66, h38, h130, h141
r423: h170, h27, h29, h172, h34, h20, h70, h99, h167, h196, h84, h123, h15, h148, h190, h11, h184, h135, h90, h119, h176, h133, h41, h127, h177, h56, h118, h105, h116, h113, h1, h151, h101, h69, h24, h180, h158, h171, h137, h161, h122, h7, h121, h154, h25, h12, h109, h195, h102, h185, h3, h132, h61, h53, h163, h38, h37, h59, h63, h187, h9, h189, h21, h33, h71, h131, h183, h106, h32, h125, h49, h166, h44, h191, h35, h46, h178, h156, h175, h28, h85, h30, h153, h181, h65, h51, h194, h82, h126, h198, h159, h197, h10, h83, h155, h141, h78, h17, h164, h192, h146, h36, h87, h50, h94, h81, h174, h60, h97, h16, h5, h58, h54, h19, h62, h193, h2, h18, h92, h89, h68, h169, h104, h67, h150, h112, h98, h14, h91, h128, h117, h130, h103, h111, h157, h188, h186, h200, h134, h110, h129, h93, h47, h100, h120, h26, h40, h52, h6, h108, h165, h143, h77, h23, h39, h13, h149, h31, h147, h115, h199, h22, h42, h124, h142, h86, h96, h168, h66, h182, h4, h64, h152, h179, h57, h145, h75, h160, h76, h55, h138, h79, h88, h48, h73, h72, h173, h144, h140, h139, h74, h43, h95, h107, h80, h45, h162, h114, h136, h8
r424: h126, h193, h187, h166, h122, h129, h121, h157, h111, h158, h146, h86, h190, h85, h72, h46, h40, h198, h17, h19, h135, h194, h53, h34, h56, h185, h18, h94, h169, h102, h11, h97, h162, h48, h33, h147, h26, h182, h39, h81, h115, h168, h100, h5, h188, h99, h200, h35, h38, h60, h130, h145, h75, h110, h189, h90, h184, h24, h179, h43, h87, h192, h96, h163, h10, h164, h199, h106, h92, h116, h105, h8, h20, h152, h58, h15, h107, h118, h160, h57, h170, h139, h177, h6, h59, h178, h16, h131, h123, h172, h3, h89, h150, h114, h101, h113, h120, h151, h149, h13, h76, h134, h176, h84, h167, h37, h196, h136, h66, h71, h55, h133, h41, h119, h103, h14, h77, h183, h28, h181, h159, h78, h132, h127, h104, h98, h128, h49, h95, h42, h22, h142, h156, h25, h79, h7, h117, h83, h51, h21, h175, h1, h65, h80, h9, h29, h62, h88, h30, h191, h68, h180, h4, h2, h143, h144, h93, h61, h23, h44, h69, h124, h73, h27, h74, h91, h50, h64, h54, h171, h31, h12, h153, h197, h63, h82, h67, h165, h137, h138, h70, h47, h174, h125, h173, h154, h109, h195, h52, h155, h32, h108, h186, h140, h112, h45, h36, h148, h161, h141
r425: h55, h149, h19, h6, h175, h33, h151, h16, h74, h99, h49, h139, h119, h51, h62, h45, h177, h132, h58, h59, h84, h140, h189, h171, h109, h50, h56, h131, h184, h195, h155, h5, h96, h52, h9, h147, h102, h143, h66, h136, h117, h75, h137, h124, h146, h76, h63, h36, h4, h141, h60, h145, h128, h107, h159, h87, h101, h86, h25, h95, h31, h158, h148, h98, h111, h103, h37, h48, h150, h130, h161, h182, h78, h167, h15, h79, h2, h168, h30, h181, h65, h93, h73, h192, h47, h26, h200, h94, h39, h89, h17, h173, h108, h138, h169, h163, h129, h71, h104, h191, h193, h106, h157, h133, h92, h21, h91, h44, h57, h123, h12, h82, h153, h190, h160, h118, h194, h70, h61, h154, h40, h38, h112, h142, h120, h46, h10, h24, h180, h122, h13, h170, h64, h165, h34, h152, h35, h11, h14, h196, h125, h32, h7, h3, h127, h23, h22, h80, h178, h67, h186, h114, h176, h100, h54, h43, h116, h113, h162, h72, h126, h20, h69, h134, h97, h53, h115, h164, h28, h8, h29, h81, h199, h198, h77, h42, h41, h185, h156, h197, h172, h179, h105, h135, h1, h18, h121, h174, h110, h183, h166, h88, h27, h83, h187, h144, h188, h85, h68, h90
r426: h75, h185, h147, h184, h170, h81, h35, h68, h101, h108, h42, h84, h85, h159, h9, h3, h151, h40, h138, h106, h183, h143, h8, h107, h128, h87, h58, h72, h1, h97, h149, h113, h142, h109, h182, h176, h179, h187, h50, h43, h196, h153, h180, h181, h61, h192, h186, h95, h190, h45, h77, h23, h92, h11, h111, h7, h46, h10, h199, h21, h14, h31, h26, h174, h4, h44, h168, h73, h178, h70, h27, h194, h76, h125, h136, h99, h171, h53, h164, h6, h191, h163, h28, h110, h57, h167, h116, h131, h62, h148, h200, h124, h5, h56, h166, h32, h48, h165, h54, h103, h105, h19, h155, h67, h98, h33, h172, h29, h123, h102, h126, h94, h37, h66, h96, h15, h47, h52, h154, h34, h144, h30, h38, h197, h18, h39, h139, h60, h79, h104, h83, h49, h86, h25, h140, h160, h74, h2, h146, h22, h195, h193, h114, h100, h64, h118, h198, h93, h117, h121, h78, h135, h89, h173, h188, h112, h150, h71, h80, h152, h20, h130, h115, h90, h134, h120, h122, h132, h63, h175, h141, h12, h189, h161, h157, h36, h158, h59, h88, h129, h82, h162, h69, h24, h137, h145, h91, h41, h51, h13, h55, h169, h127, h16, h133, h65, h17, h177, h156, h119
r427: h134, h57, h58, h38, h45, h20, h125, h99, h52, h113, h154, h199, h167, h97, h144, h196, h177, h148, h105, h34, h139, h155, h46, h91, h186, h127, h152, h183, h3, h28, h84, h4, h67, h118, h76, h129, h80, h159, h188, h8, h68, h92, h50, h110, h164, h103, h81, h94, h143, h160, h27, h41, h72, h175, h22, h121, h181, h178, h187, h48, h25, h137, h100, h122, h73, h18, h30, h23, h107, h141, h147, h190, h43, h111, h42, h116, h170, h168, h15, h51, h128, h69, h2, h79, h13, h35, h194, h173, h153, h77, h172, h109, h197, h44, h31, h169, h47, h200, h112, h5, h138, h82, h115, h179, h7, h182, h74, h191, h108, h166, h195, h165, h104, h78, h106, h176, h162, h124, h19, h86, h40, h70, h101, h130, h163, h62, h156, h17, h120, h184, h189, h55, h75, h185, h158, h119, h117, h102, h126, h24, h131, h65, h6, h174, h198, h89, h66, h93, h192, h26, h90, h87, h135, h114, h32, h157, h88, h33, h136, h145, h1, h16, h29, h61, h10, h59, h193, h71, h161, h171, h53, h60, h64, h37, h11, h21, h54, h83, h146, h63, h96, h123, h95, h151, h149, h132, h14, h142, h133, h49, h180, h39, h85, h98, h36, h9, h12, h140, h56, h150
r428: h11, h79, h171, h31, h185, h88, h172, h142, h109, h112, h91, h7, h191, h29, h161, h55, h89, h93, h129, h25, h177, h105, h45, h149, h38, h60, h47, h5, h143, h97, h27, h70, h62, h118, h156, h180, h3, h146, h188, h113, h33, h165, h84, h145, h4, h168, h151, h198, h152, h159, h155, h12, h107, h57, h163, h72, h96, h114, h52, h158, h190, h61, h75, h100, h51, h148, h23, h133, h116, h43, h58, h115, h87, h71, h162, h68, h179, h28, h176, h90, h50, h35, h102, h41, h83, h166, h199, h134, h119, h98, h49, h111, h123, h110, h22, h54, h94, h10, h46, h169, h6, h189, h157, h95, h85, h153, h192, h154, h117, h26, h173, h77, h122, h74, h44, h16, h108, h127, h131, h124, h103, h135, h59, h183, h36, h182, h13, h187, h92, h17, h178, h18, h53, h137, h65, h81, h200, h101, h170, h121, h144, h9, h136, h141, h186, h99, h181, h64, h24, h167, h184, h125, h150, h67, h69, h126, h56, h34, h195, h82, h39, h42, h1, h73, h120, h138, h140, h128, h78, h15, h14, h86, h132, h63, h175, h66, h194, h76, h193, h164, h19, h37, h174, h139, h104, h40, h80, h160, h130, h8, h2, h21, h48, h106, h147, h196, h197, h30, h20, h32
r429: h11, h8, h22, h144, h131, h138, h127, h154, h44, h92, h5, h79, h106, h189, h125, h126, h41, h149, h135, h47, h193, h104, h95, h142, h185, h164, h36, h187, h81, h121, h128, h147, h72, h112, h181, h102, h63, h124, h100, h7, h132, h13, h53, h34, h162, h83, h61, h110, h191, h85, h52, h19, h103, h190, h197, h143, h2, h54, h28, h140, h172, h9, h109, h31, h78, h129, h105, h71, h133, h145, h163, h115, h50, h122, h192, h42, h107, h32, h66, h152, h148, h130, h64, h26, h56, h49, h183, h137, h38, h23, h111, h113, h93, h74, h27, h157, h33, h101, h156, h1, h16, h6, h43, h88, h91, h170, h77, h146, h60, h94, h86, h168, h82, h29, h184, h70, h97, h114, h98, h76, h196, h123, h134, h62, h150, h179, h51, h169, h195, h188, h84, h87, h39, h12, h141, h69, h194, h10, h57, h40, h25, h119, h153, h59, h136, h24, h186, h46, h199, h58, h18, h96, h161, h21, h90, h116, h171, h175, h37, h158, h173, h48, h67, h108, h55, h167, h159, h165, h30, h139, h155, h73, h182, h17, h160, h4, h89, h200, h117, h151, h178, h166, h68, h20, h75, h198, h176, h65, h15, h177, h80, h118, h174, h35, h45, h120, h99, h180, h3, h14
r430: h89, h84, h30, h136, h55, h93, h150, h107, h117, h192, h101, h36, h64, h144, h88, h98, h155, h111, h28, h126, h145, h129, h72, h27, h189, h48, h188, h127, h7, h13, h151, h62, h128, h56, h153, h173, h180, h82, h77, h158, h96, h51, h57, h193, h19, h34, h162, h6, h83, h59, h160, h65, h119, h164, h47, h166, h200, h123, h76, h185, h178, h143, h161, h141, h179, h120, h110, h3, h74, h60, h121, h108, h54, h16, h94, h109, h50, h14, h139, h46, h9, h142, h165, h32, h78, h31, h147, h122, h17, h39, h75, h33, h5, h91, h183, h157, h97, h69, h79, h172, h24, h114, h154, h167, h106, h12, h58, h105, h156, h168, h10, h196, h198, h182, h80, h115, h102, h149, h134, h181, h44, h116, h135, h15, h43, h18, h63, h140, h199, h23, h40, h2, h186, h52, h169, h29, h132, h125, h131, h37, h176, h118, h175, h103, h8, h66, h152, h197, h92, h86, h49, h184, h42, h124, h146, h100, h26, h130, h163, h45, h22, h71, h1, h87, h4, h174, h11, h95, h85, h81, h25, h90, h67, h159, h20, h171, h194, h133, h35, h113, h41, h70, h187, h61, h21, h190, h177, h170, h148, h104, h53, h191, h99, h68, h73, h112, h138, h38, h137, h195
r431: h40, h88, h27, h72, h138, h24, h169, h194, h85, h2, h55, h186, h4, h152, h29, h66, h20, h108, h53, h143, h35, h117, h14, h18, h195, h90, h26, h175, h110, h10, h161, h89, h173, h174, h71, h23, h118, h43, h165, h133, h34, h128, h113, h103, h114, h86, h177, h61, h95, h147, h197, h37, h148, h191, h176, h105, h104, h101, h58, h179, h8, h183, h196, h70, h124, h112, h59, h80, h39, h199, h134, h83, h77, h132, h96, h69, h46, h156, h1, h149, h123, h49, h141, h115, h30, h73, h75, h150, h31, h56, h21, h167, h140, h151, h98, h198, h158, h164, h107, h42, h129, h51, h57, h78, h9, h81, h65, h93, h74, h131, h3, h11, h166, h181, h84, h139, h171, h188, h22, h157, h91, h63, h25, h5, h44, h192, h155, h163, h109, h68, h15, h6, h102, h106, h189, h136, h160, h62, h45, h50, h111, h153, h122, h54, h119, h130, h187, h16, h142, h60, h67, h47, h7, h127, h159, h17, h172, h97, h190, h33, h19, h184, h162, h126, h154, h182, h28, h13, h41, h38, h100, h200, h180, h12, h52, h178, h144, h76, h99, h79, h125, h146, h193, h64, h87, h120, h145, h137, h48, h170, h92, h32, h135, h168, h185, h121, h116, h36, h94, h82
r432: h134, h50, h161, h110, h112, h144, h180, h127, h75, h89, h65, h81, h49, h51, h45, h194, h150, h153, h188, h129, h38, h97, h104, h10, h73, h115, h145, h141, h137, h94, h80, h193, h42, h168, h95, h170, h179, h79, h117, h192, h131, h31, h173, h162, h165, h53, h143, h152, h181, h69, h136, h121, h72, h44, h9, h87, h34, h126, h123, h58, h102, h108, h55, h30, h133, h91, h101, h54, h124, h148, h178, h35, h118, h56, h191, h28, h37, h116, h12, h70, h21, h57, h182, h146, h196, h186, h183, h2, h160, h61, h157, h20, h22, h47, h125, h169, h113, h105, h40, h135, h8, h109, h86, h132, h84, h29, h82, h14, h90, h140, h26, h103, h130, h159, h200, h139, h111, h15, h92, h24, h177, h171, h17, h39, h33, h36, h187, h174, h172, h52, h23, h6, h142, h27, h71, h119, h138, h60, h176, h107, h7, h163, h98, h62, h63, h106, h43, h190, h5, h85, h154, h195, h197, h88, h151, h149, h166, h93, h199, h48, h83, h185, h66, h59, h198, h164, h147, h13, h32, h122, h19, h128, h11, h96, h155, h41, h1, h77, h3, h68, h78, h18, h67, h175, h16, h189, h100, h76, h25, h99, h120, h158, h184, h46, h156, h64, h167, h4, h114, h74
r433: h187, h95, h130, h200, h126, h76, h94, h179, h33, h159, h143, h198, h124, h195, h153, h188, h103, h175, h77, h157, h83, h142, h117, h122, h9, h186, h189, h59, h171, h178, h120, h154, h164, h93, h150, h68, h73, h149, h161, h107, h48, h176, h75, h27, h52, h115, h136, h113, h156, h4, h41, h25, h110, h167, h192, h21, h97, h131, h129, h32, h158, h144, h72, h35, h190, h196, h100, h91, h66, h1, h24, h163, h134, h193, h3, h40, h22, h82, h30, h138, h101, h84, h64, h197, h104, h162, h8, h63, h119, h116, h140, h12, h133, h18, h49, h148, h39, h170, h168, h37, h67, h118, h99, h23, h128, h169, h36, h98, h31, h79, h60, h42, h20, h96, h146, h106, h147, h26, h135, h69, h54, h108, h11, h87, h181, h19, h50, h14, h182, h139, h13, h152, h78, h65, h88, h28, h132, h121, h58, h45, h109, h184, h89, h16, h55, h155, h172, h105, h145, h199, h123, h177, h43, h174, h180, h56, h85, h183, h111, h44, h86, h151, h80, h46, h62, h53, h165, h90, h10, h51, h17, h166, h57, h102, h127, h7, h61, h194, h29, h191, h47, h74, h173, h112, h5, h92, h141, h2, h15, h185, h81, h6, h160, h34, h38, h70, h114, h125, h71, h137
r434: h76, h109, h198, h124, h3, h10, h31, h199, h25, h143, h165, h123, h118, h161, h121, h180, h29, h152, h186, h73, h117, h105, h167, h64, h188, h8, h200, h62, h20, h176, h126, h96, h120, h53, h19, h141, h169, h23, h95, h65, h183, h80, h155, h14, h40, h103, h85, h160, h88, h125, h130, h166, h173, h57, h107, h119, h41, h43, h94, h151, h2, h6, h44, h39, h16, h150, h127, h174, h92, h196, h35, h144, h90, h15, h159, h136, h24, h79, h104, h156, h66, h98, h171, h50, h197, h75, h172, h148, h184, h175, h38, h68, h67, h128, h34, h22, h131, h89, h32, h168, h179, h12, h170, h47, h81, h190, h1, h26, h114, h71, h154, h52, h59, h56, h140, h191, h139, h164, h28, h106, h60, h116, h99, h7, h97, h153, h54, h30, h69, h58, h5, h78, h187, h49, h36, h182, h177, h37, h72, h110, h192, h113, h193, h195, h11, h63, h133, h132, h51, h138, h21, h129, h185, h142, h4, h42, h134, h61, h45, h135, h111, h101, h158, h149, h122, h162, h194, h147, h181, h55, h77, h74, h108, h178, h87, h93, h100, h9, h189, h163, h13, h102, h86, h83, h115, h157, h112, h27, h17, h84, h48, h91, h145, h137, h82, h18, h33, h146, h46, h70
r435: h91, h176, h136, h71, h16, h85, h108, h98, h29, h198, h10, h104, h127, h2, h192, h120, h166, h4, h129, h18, h175, h115, h49, h117, h132, h92, h158, h72, h126, h15, h114, h76, h5, h43, h83, h186, h95, h131, h140, h12, h116, h121, h180, h80, h102, h60, h150, h82, h124, h143, h77, h79, h67, h105, h187, h149, h101, h122, h167, h165, h68, h17, h183, h99, h155, h11, h181, h36, h169, h48, h142, h53, h88, h51, h151, h21, h157, h26, h147, h139, h195, h163, h156, h7, h52, h30, h179, h109, h119, h141, h94, h3, h66, h196, h38, h25, h1, h160, h64, h59, h185, h112, h61, h100, h34, h144, h75, h146, h177, h63, h194, h44, h145, h174, h32, h27, h189, h153, h190, h106, h171, h14, h125, h172, h173, h39, h135, h70, h13, h159, h161, h148, h97, h154, h113, h123, h110, h8, h41, h50, h184, h78, h199, h54, h55, h31, h197, h162, h87, h90, h57, h164, h6, h37, h24, h96, h188, h65, h23, h89, h191, h103, h178, h73, h168, h19, h22, h40, h9, h133, h134, h56, h42, h62, h81, h58, h182, h118, h111, h46, h138, h33, h130, h128, h28, h107, h200, h152, h86, h74, h35, h47, h137, h20, h69, h193, h84, h170, h93, h45
r436: h76, h142, h154, h43, h86, h146, h100, h118, h47, h34, h99, h74, h149, h172, h82, h166, h36, h167, h122, h45, h75, h106, h3, h54, h49, h174, h93, h147, h42, h113, h38, h157, h131, h119, h112, h193, h137, h4, h21, h163, h46, h57, h145, h30, h105, h90, h79, h96, h114, h109, h94, h104, h102, h168, h5, h177, h1, h130, h197, h126, h148, h176, h60, h181, h107, h8, h121, h125, h20, h186, h39, h44, h140, h83, h103, h12, h190, h81, h164, h179, h89, h64, h78, h128, h61, h23, h132, h165, h18, h192, h24, h69, h98, h26, h124, h84, h73, h158, h194, h56, h153, h31, h35, h11, h184, h182, h92, h77, h33, h59, h170, h91, h161, h9, h129, h17, h80, h151, h95, h171, h88, h19, h53, h101, h16, h14, h66, h15, h58, h134, h178, h72, h50, h196, h32, h37, h135, h138, h97, h28, h120, h70, h180, h175, h198, h187, h133, h110, h195, h71, h55, h29, h108, h191, h68, h116, h127, h25, h144, h139, h41, h200, h7, h13, h62, h152, h40, h173, h48, h150, h123, h111, h87, h141, h115, h160, h155, h65, h52, h85, h117, h188, h6, h159, h169, h199, h27, h162, h10, h156, h2, h136, h63, h189, h143, h183, h185, h51, h22, h67
r437: h43, h39, h5, h55, h117, h171, h51, h41, h56, h99, h53, h152, h178, h128, h119, h48, h179, h44, h89, h45, h36, h32, h3, h135, h64, h92, h184, h112, h146, h49, h177, h67, h183, h147, h111, h198, h86, h156, h186, h194, h140, h126, h143, h109, h8, h6, h165, h84, h88, h74, h157, h63, h142, h23, h71, h13, h191, h137, h103, h90, h38, h154, h106, h34, h20, h50, h100, h163, h59, h83, h10, h120, h46, h40, h161, h110, h95, h168, h199, h21, h182, h153, h4, h127, h104, h73, h22, h116, h66, h93, h115, h166, h101, h28, h96, h9, h11, h58, h121, h82, h193, h195, h159, h123, h33, h185, h197, h158, h18, h114, h97, h54, h65, h62, h1, h30, h78, h164, h189, h80, h17, h29, h149, h60, h175, h113, h144, h105, h181, h131, h125, h139, h47, h79, h7, h187, h155, h141, h167, h170, h138, h190, h61, h35, h75, h196, h77, h31, h107, h172, h192, h12, h148, h27, h37, h118, h188, h26, h98, h57, h42, h52, h15, h169, h16, h162, h173, h145, h72, h150, h136, h151, h25, h91, h81, h174, h132, h2, h200, h180, h14, h76, h130, h19, h108, h129, h94, h70, h176, h87, h68, h24, h124, h160, h133, h122, h102, h69, h85, h134
r438: h153, h21, h170, h27, h192, h69, h197, h23, h160, h90, h106, h12, h46, h172, h11, h191, h53, h56, h74, h126, h48, h112, h138, h19, h98, h88, h35, h187, h22, h91, h185, h137, h55, h13, h196, h5, h143, h177, h145, h132, h151, h110, h102, h78, h133, h179, h54, h130, h60, h100, h59, h96, h136, h195, h85, h114, h122, h36, h109, h18, h73, h34, h183, h190, h174, h175, h49, h68, h113, h77, h166, h103, h157, h194, h164, h158, h142, h63, h167, h66, h30, h37, h3, h45, h148, h4, h117, h33, h135, h131, h40, h2, h156, h41, h8, h75, h72, h64, h26, h39, h61, h155, h108, h47, h25, h199, h111, h93, h127, h178, h120, h43, h17, h42, h189, h169, h76, h70, h104, h95, h67, h141, h116, h32, h58, h44, h38, h182, h163, h89, h80, h154, h97, h168, h20, h149, h139, h7, h181, h16, h198, h129, h6, h152, h134, h105, h94, h14, h144, h147, h57, h9, h31, h62, h81, h186, h29, h123, h188, h87, h180, h101, h10, h173, h165, h125, h146, h52, h92, h159, h84, h86, h128, h150, h193, h124, h171, h51, h71, h118, h24, h107, h140, h1, h121, h176, h162, h200, h119, h161, h115, h28, h99, h82, h83, h184, h65, h50, h15, h79
r439: h187, h45, h78, h154, h21, h174, h92, h161, h143, h175, h125, h189, h77, h89, h57, h67, h123, h94, h16, h8, h101, h178, h90, h27, h195, h7, h103, h131, h118, h111, h121, h39, h108, h19, h69, h192, h114, h59, h31, h196, h46, h42, h54, h25, h49, h180, h105, h15, h10, h74, h181, h55, h3, h155, h177, h50, h29, h70, h44, h176, h119, h193, h112, h109, h110, h135, h98, h139, h36, h72, h22, h199, h142, h51, h81, h9, h33, h191, h129, h87, h1, h102, h97, h140, h63, h145, h41, h6, h164, h113, h152, h17, h100, h151, h144, h43, h169, h146, h64, h149, h185, h76, h84, h2, h190, h141, h96, h4, h47, h88, h153, h148, h147, h48, h107, h133, h79, h85, h194, h12, h165, h86, h52, h68, h136, h159, h28, h13, h14, h24, h32, h115, h58, h167, h200, h34, h126, h158, h26, h179, h138, h95, h160, h171, h157, h82, h117, h166, h80, h35, h186, h134, h83, h162, h198, h30, h37, h99, h168, h53, h66, h116, h182, h132, h62, h106, h71, h5, h40, h170, h120, h38, h127, h163, h61, h173, h91, h56, h124, h183, h18, h104, h11, h188, h150, h172, h197, h20, h156, h122, h184, h137, h75, h93, h60, h73, h65, h130, h128, h23
r440: h122, h175, h2, h26, h103, h8, h74, h79, h137, h143, h150, h65, h24, h188, h196, h58, h21, h87, h91, h124, h133, h127, h139, h140, h170, h47, h92, h183, h166, h16, h49, h13, h18, h117, h96, h5, h17, h171, h121, h115, h55, h59, h20, h125, h80, h128, h120, h184, h41, h71, h86, h83, h141, h108, h144, h72, h198, h154, h119, h114, h105, h48, h145, h90, h158, h46, h160, h101, h45, h129, h85, h197, h190, h110, h60, h161, h113, h40, h7, h32, h76, h192, h180, h181, h159, h191, h195, h147, h146, h57, h89, h156, h148, h102, h73, h61, h107, h132, h138, h104, h19, h94, h164, h56, h153, h162, h53, h126, h39, h9, h77, h42, h155, h193, h173, h29, h177, h168, h199, h64, h165, h142, h62, h186, h78, h99, h12, h135, h123, h37, h51, h27, h200, h14, h3, h15, h28, h67, h34, h167, h106, h130, h44, h116, h63, h189, h111, h23, h179, h88, h100, h6, h50, h93, h187, h182, h11, h185, h4, h172, h178, h31, h95, h66, h82, h81, h152, h84, h169, h38, h33, h35, h68, h109, h36, h149, h112, h134, h30, h10, h54, h22, h163, h176, h75, h25, h98, h97, h174, h136, h69, h118, h1, h43, h194, h151, h70, h131, h157, h52
r441: h86, h63, h145, h2, h47, h53, h50, h184, h40, h28, h118, h64, h45, h159, h147, h23, h68, h89, h14, h32, h127, h76, h183, h190, h139, h154, h11, h160, h61, h114, h83, h140, h155, h56, h5, h93, h17, h13, h87, h92, h42, h4, h117, h111, h194, h44, h74, h52, h185, h48, h105, h192, h36, h6, h148, h82, h75, h166, h198, h81, h179, h168, h176, h27, h18, h171, h16, h7, h146, h163, h165, h97, h90, h102, h142, h141, h170, h128, h60, h134, h196, h186, h72, h35, h193, h110, h49, h19, h88, h65, h106, h174, h91, h33, h46, h109, h191, h43, h138, h58, h20, h3, h173, h121, h15, h31, h29, h116, h51, h10, h26, h80, h144, h150, h126, h132, h73, h96, h70, h178, h12, h124, h30, h151, h71, h98, h8, h78, h66, h188, h152, h169, h79, h84, h149, h167, h99, h25, h104, h1, h100, h181, h130, h94, h55, h85, h199, h137, h161, h57, h143, h119, h162, h175, h129, h135, h21, h34, h108, h187, h69, h189, h125, h177, h41, h156, h103, h131, h180, h182, h112, h38, h122, h136, h164, h24, h107, h59, h22, h200, h120, h67, h153, h123, h158, h133, h172, h101, h115, h9, h62, h195, h54, h39, h157, h95, h113, h77, h37, h197
r442: h162, h127, h91, h74, h128, h104, h38, h60, h117, h173, h50, h191, h144, h126, h41, h189, h176, h22, h43, h164, h172, h9, h158, h123, h180, h120, h2, h129, h35, h171, h70, h31, h148, h106, h188, h151, h103, h95, h139, h7, h87, h54, h192, h72, h85, h20, h10, h119, h169, h177, h153, h130, h99, h168, h65, h181, h40, h108, h42, h197, h115, h113, h101, h116, h165, h146, h44, h79, h161, h64, h199, h4, h112, h5, h67, h86, h78, h15, h1, h75, h76, h73, h142, h8, h36, h133, h136, h121, h97, h69, h194, h152, h53, h48, h16, h190, h150, h183, h12, h56, h105, h51, h81, h98, h93, h182, h111, h80, h88, h45, h47, h92, h193, h200, h138, h24, h179, h37, h58, h185, h26, h131, h19, h186, h46, h34, h184, h21, h187, h61, h159, h122, h135, h149, h59, h63, h102, h18, h11, h154, h57, h140, h178, h143, h14, h155, h52, h49, h198, h13, h30, h29, h25, h77, h33, h125, h141, h118, h137, h145, h110, h196, h156, h170, h89, h167, h166, h17, h132, h109, h84, h68, h62, h32, h66, h3, h147, h134, h23, h195, h28, h107, h100, h174, h27, h163, h157, h175, h94, h6, h124, h82, h71, h96, h55, h114, h160, h83, h90, h39
r443: h183, h120, h29, h136, h55, h130, h155, h82, h84, h128, h176, h144, h96, h181, h97, h133, h53, h150, h170, h9, h140, h162, h83, h172, h77, h184, h56, h197, h59, h175, h67, h119, h25, h154, h40, h79, h39, h5, h27, h104, h106, h14, h147, h19, h153, h110, h43, h65, h148, h80, h34, h63, h3, h117, h18, h188, h28, h129, h78, h111, h20, h168, h1, h30, h57, h68, h52, h108, h22, h66, h121, h126, h169, h116, h99, h187, h72, h177, h134, h171, h152, h156, h105, h37, h123, h58, h86, h114, h2, h87, h199, h75, h46, h124, h69, h186, h159, h141, h4, h173, h74, h118, h101, h15, h71, h23, h100, h145, h8, h32, h6, h109, h88, h125, h91, h146, h76, h135, h36, h137, h45, h103, h50, h198, h11, h49, h102, h26, h81, h54, h44, h138, h73, h190, h149, h51, h70, h13, h64, h17, h62, h92, h93, h165, h122, h158, h10, h142, h89, h132, h60, h143, h16, h90, h161, h139, h95, h112, h47, h48, h24, h166, h31, h127, h179, h94, h195, h107, h42, h157, h194, h61, h191, h115, h192, h180, h196, h35, h151, h41, h131, h193, h113, h33, h178, h38, h21, h182, h7, h164, h160, h200, h163, h85, h167, h189, h12, h174, h98, h185
